transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,year,month,sale_hour,gains
800,19-09-2022,07:33:00,111,Male,32,Clothing,4,300,87,1200,2022,9,7,Profit
1168,10-07-2022,07:56:00,68,Male,53,Clothing,1,300,150,300,2022,7,7,Profit
1400,12-09-2022,11:54:00,115,Male,53,Clothing,4,50,20,200,2022,9,11,Profit
1611,17-11-2022,07:30:00,125,Male,51,Beauty,3,500,180,1500,2022,11,7,Profit
1800,21-08-2022,10:53:00,1,Male,32,Clothing,4,300,111,1200,2022,8,10,Profit
272,10-06-2022,11:57:00,112,Female,61,Electronics,2,50,27.5,100,2022,6,11,Profit
473,25-09-2022,10:09:00,1,Male,64,Beauty,1,50,14.5,50,2022,9,10,Profit
506,29-04-2022,07:13:00,9,Male,34,Beauty,3,500,200,1500,2022,4,7,Profit
766,04-01-2022,08:02:00,128,Male,38,Electronics,3,300,165,900,2022,1,8,Profit
1272,14-04-2022,11:59:00,66,Female,61,Electronics,2,50,17,100,2022,4,11,Profit
1473,19-03-2022,09:06:00,30,Male,64,Beauty,1,50,13,50,2022,3,9,Profit
1506,09-01-2022,07:31:00,52,Male,34,Beauty,3,500,245,1500,2022,1,7,Profit
1766,22-11-2022,06:08:00,6,Male,38,Electronics,3,300,129,900,2022,11,6,Profit
135,18-04-2022,07:22:00,104,Male,20,Clothing,2,25,13,50,2022,4,7,Profit
1135,14-01-2022,08:16:00,124,Male,20,Clothing,2,25,12.5,50,2022,1,8,Profit
2,24-06-2022,10:07:00,104,Female,26,Clothing,2,500,135,1000,2022,6,10,Profit
158,21-01-2022,11:38:00,141,Female,44,Electronics,2,300,132,600,2022,1,11,Profit
185,27-06-2022,09:48:00,57,Male,24,Clothing,1,25,7,25,2022,6,9,Profit
433,29-07-2022,08:48:00,144,Male,29,Beauty,4,50,20,200,2022,7,8,Profit
1002,02-03-2022,09:24:00,69,Female,26,Clothing,2,500,270,1000,2022,3,9,Profit
1158,24-02-2022,09:29:00,77,Female,44,Electronics,2,300,138,600,2022,2,9,Profit
1185,04-10-2022,10:28:00,153,Male,24,Clothing,1,25,10.25,25,2022,10,10,Profit
1433,16-01-2022,11:41:00,113,Male,29,Beauty,4,50,15.5,200,2022,1,11,Profit
152,16-06-2022,11:58:00,120,Male,43,Electronics,4,500,210,2000,2022,6,11,Profit
753,06-07-2022,10:07:00,70,Female,32,Clothing,1,30,15.9,30,2022,7,10,Profit
763,23-04-2022,09:43:00,58,Male,34,Clothing,2,25,11.5,50,2022,4,9,Profit
932,08-10-2022,08:33:00,120,Female,45,Beauty,4,25,7.75,100,2022,10,8,Profit
1152,26-12-2022,07:48:00,87,Male,43,Electronics,4,500,170,2000,2022,12,7,Profit
1753,17-07-2022,07:40:00,28,Female,32,Clothing,1,30,10.5,30,2022,7,7,Profit
1763,30-06-2022,11:37:00,93,Male,34,Clothing,2,25,13.5,50,2022,6,11,Profit
1932,08-11-2022,07:07:00,96,Female,45,Beauty,4,25,6.25,100,2022,11,7,Profit
399,07-12-2022,09:25:00,136,Female,64,Beauty,2,30,12.9,60,2022,12,9,Profit
500,14-10-2022,06:11:00,120,Female,60,Beauty,4,25,11.5,100,2022,10,6,Profit
514,04-11-2022,08:35:00,139,Female,18,Electronics,1,300,96,300,2022,11,8,Profit
1399,28-01-2022,09:32:00,15,Female,64,Beauty,2,30,16.2,60,2022,1,9,Profit
1500,20-04-2022,08:36:00,53,Female,60,Beauty,4,25,8.5,100,2022,4,8,Profit
1514,12-07-2022,10:55:00,59,Female,18,Electronics,1,300,75,300,2022,7,10,Profit
947,31-07-2022,07:09:00,4,Male,50,Beauty,1,300,129,300,2022,7,7,Profit
1947,05-03-2022,06:27:00,134,Male,50,Beauty,1,300,75,300,2022,3,6,Profit
220,07-05-2022,06:44:00,138,Male,64,Beauty,1,500,140,500,2022,5,6,Profit
339,18-08-2022,10:27:00,33,Female,22,Electronics,2,25,10.25,50,2022,8,10,Profit
785,19-10-2022,06:09:00,88,Female,31,Beauty,4,50,13,200,2022,10,6,Profit
885,17-09-2022,10:10:00,121,Female,52,Clothing,4,30,14.4,120,2022,9,10,Profit
888,01-12-2022,06:03:00,63,Female,52,Electronics,4,25,12.75,100,2022,12,6,Profit
1220,29-06-2022,11:16:00,47,Male,64,Beauty,1,500,240,500,2022,6,11,Profit
1339,10-11-2022,10:34:00,132,Female,22,Electronics,2,25,7.5,50,2022,11,10,Profit
1785,20-02-2022,11:17:00,144,Female,31,Beauty,4,50,17,200,2022,2,11,Profit
1885,09-11-2022,07:32:00,148,Female,52,Clothing,4,30,10.8,120,2022,11,7,Profit
1888,14-06-2022,08:10:00,49,Female,52,Electronics,4,25,12.5,100,2022,6,8,Profit
621,13-04-2022,09:55:00,138,Female,40,Beauty,2,500,275,1000,2022,4,9,Profit
1621,22-09-2022,10:49:00,2,Female,40,Beauty,2,500,160,1000,2022,9,10,Profit
52,19-09-2022,09:42:00,55,Female,36,Beauty,1,300,111,300,2022,9,9,Profit
536,20-08-2022,06:25:00,17,Female,55,Beauty,4,30,8.7,120,2022,8,6,Profit
1052,12-02-2022,06:12:00,94,Female,36,Beauty,1,300,120,300,2022,2,6,Profit
1536,11-05-2022,07:23:00,14,Female,55,Beauty,4,30,13.5,120,2022,5,7,Profit
197,03-04-2022,11:57:00,14,Female,42,Clothing,4,50,25.5,200,2022,4,11,Profit
750,13-11-2022,07:33:00,69,Female,35,Clothing,3,25,8.75,75,2022,11,7,Profit
910,21-08-2022,06:29:00,138,Female,20,Beauty,3,50,22.5,150,2022,8,6,Profit
917,15-02-2022,11:50:00,120,Female,57,Electronics,4,50,16.5,200,2022,2,11,Profit
1197,13-08-2022,10:07:00,77,Female,42,Clothing,4,50,19,200,2022,8,10,Profit
1750,20-01-2022,10:10:00,138,Female,35,Clothing,3,25,7.25,75,2022,1,10,Profit
1910,09-10-2022,06:22:00,141,Female,20,Beauty,3,50,18,150,2022,10,6,Profit
1917,02-05-2022,07:17:00,52,Female,57,Electronics,4,50,24,200,2022,5,7,Profit
198,21-05-2022,11:42:00,30,Female,54,Beauty,3,300,114,900,2022,5,11,Profit
444,06-10-2022,07:06:00,51,Female,61,Clothing,3,30,15.9,90,2022,10,7,Profit
547,14-11-2022,07:36:00,3,Male,63,Clothing,4,500,250,2000,2022,11,7,Profit
705,30-09-2022,07:28:00,37,Male,60,Electronics,2,25,6.25,50,2022,9,7,Profit
1198,07-08-2022,10:43:00,147,Female,54,Beauty,3,300,159,900,2022,8,10,Profit
1444,29-04-2022,06:18:00,135,Female,61,Clothing,3,30,14.1,90,2022,4,6,Profit
1547,11-08-2022,06:39:00,142,Male,63,Clothing,4,500,235,2000,2022,8,6,Profit
1705,14-08-2022,08:32:00,94,Male,60,Electronics,2,25,8.75,50,2022,8,8,Profit
423,18-07-2022,06:06:00,41,Female,27,Clothing,1,25,11.75,25,2022,7,6,Profit
1423,15-06-2022,07:56:00,131,Female,27,Clothing,1,25,11,25,2022,6,7,Profit
248,02-07-2022,07:11:00,5,Male,26,Clothing,3,300,126,900,2022,7,7,Profit
360,09-09-2022,09:04:00,26,Male,42,Clothing,4,25,10.5,100,2022,9,9,Profit
377,13-09-2022,08:30:00,141,Female,46,Clothing,4,50,18,200,2022,9,8,Profit
1248,08-09-2022,08:20:00,68,Male,26,Clothing,3,300,111,900,2022,9,8,Profit
1360,18-06-2022,09:31:00,93,Male,42,Clothing,4,25,6.25,100,2022,6,9,Profit
1377,21-03-2022,07:52:00,71,Female,46,Clothing,4,50,14,200,2022,3,7,Profit
397,26-10-2023,08:06:00,59,Female,30,Beauty,1,25,10.5,25,2023,10,8,Profit
623,15-11-2023,10:00:00,39,Male,34,Clothing,3,50,26,150,2023,11,10,Profit
1397,01-01-2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25,2023,1,11,Profit
1623,05-03-2023,06:14:00,76,Male,34,Clothing,3,50,22,150,2023,3,6,Profit
717,30-11-2023,08:15:00,8,Male,57,Clothing,1,500,190,500,2023,11,8,Profit
1717,12-01-2023,09:40:00,21,Male,57,Clothing,1,500,175,500,2023,1,9,Profit
130,19-06-2023,06:21:00,114,Female,57,Clothing,1,500,125,500,2023,6,6,Profit
658,30-10-2023,07:47:00,93,Male,59,Clothing,1,25,6.5,25,2023,10,7,Profit
1130,20-02-2023,09:03:00,28,Female,57,Clothing,1,500,180,500,2023,2,9,Profit
1658,10-04-2023,06:08:00,148,Male,59,Clothing,1,25,12.25,25,2023,4,6,Profit
7,06-07-2023,06:24:00,38,Male,46,Clothing,2,25,13.25,50,2023,7,6,Profit
119,01-09-2023,09:11:00,127,Female,60,Clothing,3,50,27.5,150,2023,9,9,Profit
278,22-12-2023,11:42:00,71,Female,37,Clothing,4,25,13.5,100,2023,12,11,Profit
1007,09-06-2023,10:09:00,15,Male,46,Clothing,2,25,11.5,50,2023,6,10,Profit
1119,19-11-2023,09:36:00,1,Female,60,Clothing,3,50,25.5,150,2023,11,9,Profit
1278,19-07-2023,06:19:00,28,Female,37,Clothing,4,25,6.75,100,2023,7,6,Profit
117,04-08-2023,11:38:00,8,Male,19,Electronics,2,500,230,1000,2023,8,11,Profit
1117,11-09-2023,07:48:00,144,Male,19,Electronics,2,500,210,1000,2023,9,7,Profit
442,30-06-2023,11:07:00,24,Female,60,Clothing,4,25,13.25,100,2023,6,11,Profit
590,04-05-2023,11:52:00,151,Male,36,Clothing,3,300,135,900,2023,5,11,Profit
607,05-05-2023,09:33:00,109,Male,54,Clothing,3,25,13.25,75,2023,5,9,Profit
1442,16-02-2023,11:02:00,96,Female,60,Clothing,4,25,11.25,100,2023,2,11,Profit
1590,10-08-2023,09:39:00,142,Male,36,Clothing,3,300,147,900,2023,8,9,Profit
1607,16-01-2023,10:18:00,53,Male,54,Clothing,3,25,7.75,75,2023,1,10,Profit
436,22-10-2023,11:54:00,21,Female,57,Clothing,4,30,13.5,120,2023,10,11,Profit
942,01-12-2023,09:22:00,35,Male,51,Clothing,3,500,160,1500,2023,12,9,Profit
1436,20-01-2023,11:29:00,1,Female,57,Clothing,4,30,9.9,120,2023,1,11,Profit
1942,16-09-2023,11:53:00,112,Male,51,Clothing,3,500,265,1500,2023,9,11,Profit
659,09-06-2023,06:08:00,75,Female,39,Electronics,1,30,8.1,30,2023,6,6,Profit
941,28-04-2023,09:58:00,39,Female,57,Clothing,2,25,6.5,50,2023,4,9,Profit
1659,27-07-2023,09:29:00,22,Female,39,Electronics,1,30,9,30,2023,7,9,Profit
1941,06-01-2023,06:14:00,48,Female,57,Clothing,2,25,12,50,2023,1,6,Profit
136,26-12-2023,08:59:00,25,Male,44,Electronics,2,300,141,600,2023,12,8,Profit
175,25-01-2023,10:02:00,23,Female,31,Electronics,4,25,12.5,100,2023,1,10,Profit
663,16-08-2023,06:32:00,133,Male,23,Clothing,4,300,87,1200,2023,8,6,Profit
748,01-03-2023,09:35:00,132,Male,25,Clothing,3,50,24,150,2023,3,9,Profit
806,22-01-2023,08:08:00,14,Female,35,Beauty,3,300,165,900,2023,1,8,Profit
1136,02-07-2023,08:41:00,93,Male,44,Electronics,2,300,81,600,2023,7,8,Profit
1175,02-06-2023,06:38:00,103,Female,31,Electronics,4,25,11.5,100,2023,6,6,Profit
1663,07-12-2023,07:04:00,33,Male,23,Clothing,4,300,81,1200,2023,12,7,Profit
1748,02-03-2023,10:24:00,119,Male,25,Clothing,3,50,15.5,150,2023,3,10,Profit
1806,14-06-2023,10:13:00,61,Female,35,Beauty,3,300,102,900,2023,6,10,Profit
38,25-02-2023,11:39:00,147,Male,38,Beauty,4,50,26,200,2023,2,11,Profit
313,16-12-2023,10:03:00,11,Female,55,Beauty,3,500,140,1500,2023,12,10,Profit
402,12-07-2023,08:45:00,63,Female,41,Clothing,2,300,135,600,2023,7,8,Profit
459,23-05-2023,07:12:00,122,Male,28,Clothing,4,300,75,1200,2023,5,7,Profit
1038,30-12-2023,09:09:00,11,Male,38,Beauty,4,50,20.5,200,2023,12,9,Profit
1313,04-06-2023,09:22:00,10,Female,55,Beauty,3,500,170,1500,2023,6,9,Profit
1402,24-06-2023,06:47:00,110,Female,41,Clothing,2,300,156,600,2023,6,6,Profit
1459,10-11-2023,06:46:00,13,Male,28,Clothing,4,300,144,1200,2023,11,6,Profit
161,01-07-2023,06:58:00,104,Male,64,Beauty,2,500,195,1000,2023,7,6,Profit
328,29-10-2023,06:56:00,9,Male,39,Beauty,2,50,27,100,2023,10,6,Profit
383,24-03-2023,08:53:00,64,Female,46,Beauty,3,30,7.8,90,2023,3,8,Profit
973,03-09-2023,08:44:00,51,Male,60,Clothing,1,50,13,50,2023,9,8,Profit
978,27-07-2023,09:58:00,16,Female,53,Clothing,3,50,19,150,2023,7,9,Profit
1161,29-06-2023,11:06:00,30,Male,64,Beauty,2,500,160,1000,2023,6,11,Profit
1328,10-12-2023,07:49:00,60,Male,39,Beauty,2,50,24.5,100,2023,12,7,Profit
1383,06-09-2023,09:13:00,68,Female,46,Beauty,3,30,14.1,90,2023,9,9,Profit
1973,19-08-2023,10:10:00,22,Male,60,Clothing,1,50,21.5,50,2023,8,10,Profit
1978,31-08-2023,11:59:00,41,Female,53,Clothing,3,50,15.5,150,2023,8,11,Profit
33,24-12-2023,07:40:00,33,Female,50,Electronics,2,50,21,100,2023,12,7,Profit
138,27-04-2023,10:56:00,127,Male,49,Clothing,4,50,26.5,200,2023,4,10,Profit
471,08-03-2023,10:21:00,136,Male,32,Clothing,3,50,13,150,2023,3,10,Profit
636,09-05-2023,06:15:00,60,Female,21,Beauty,3,500,230,1500,2023,5,6,Profit
1033,12-04-2023,06:52:00,32,Female,50,Electronics,2,50,19,100,2023,4,6,Profit
1138,16-10-2023,11:59:00,27,Male,49,Clothing,4,50,14.5,200,2023,10,11,Profit
1471,25-06-2023,10:34:00,30,Male,32,Clothing,3,50,13,150,2023,6,10,Profit
1636,22-07-2023,11:26:00,50,Female,21,Beauty,3,500,150,1500,2023,7,11,Profit
177,24-03-2023,08:40:00,30,Male,45,Beauty,2,50,26.5,100,2023,3,8,Profit
426,13-12-2023,08:11:00,137,Male,23,Electronics,3,50,12.5,150,2023,12,8,Profit
1177,20-02-2023,09:19:00,89,Male,45,Beauty,2,50,15,100,2023,2,9,Profit
1426,12-12-2023,11:32:00,114,Male,23,Electronics,3,50,25,150,2023,12,11,Profit
76,09-09-2023,07:33:00,70,Female,22,Electronics,2,50,14.5,100,2023,9,7,Profit
91,14-04-2023,06:31:00,152,Female,55,Electronics,1,500,235,500,2023,4,6,Profit
461,18-07-2023,10:33:00,21,Female,18,Beauty,2,500,265,1000,2023,7,10,Profit
764,07-11-2023,08:46:00,47,Female,40,Clothing,1,25,11.25,25,2023,11,8,Profit
1076,14-07-2023,11:09:00,99,Female,22,Electronics,2,50,15,100,2023,7,11,Profit
1091,15-07-2023,08:46:00,139,Female,55,Electronics,1,500,235,500,2023,7,8,Profit
1461,01-05-2023,08:43:00,63,Female,18,Beauty,2,500,180,1000,2023,5,8,Profit
1764,02-11-2023,11:04:00,13,Female,40,Clothing,1,25,11.75,25,2023,11,11,Profit
202,25-01-2023,06:24:00,61,Female,34,Clothing,4,300,120,1200,2023,1,6,Profit
301,30-07-2023,10:58:00,104,Male,30,Clothing,4,30,9.6,120,2023,7,10,Profit
703,31-07-2023,09:56:00,140,Male,34,Electronics,2,50,18.5,100,2023,7,9,Profit
1202,13-11-2023,06:56:00,89,Female,34,Clothing,4,300,144,1200,2023,11,6,Profit
1301,24-09-2023,09:58:00,70,Male,30,Clothing,4,30,10.5,120,2023,9,9,Profit
1703,10-06-2023,08:36:00,2,Male,34,Electronics,2,50,17,100,2023,6,8,Profit
294,09-10-2023,09:24:00,89,Female,23,Clothing,3,30,15.3,90,2023,10,9,Profit
760,26-06-2023,07:59:00,14,Male,27,Beauty,1,500,125,500,2023,6,7,Profit
1294,24-01-2023,11:24:00,8,Female,23,Clothing,3,30,10.5,90,2023,1,11,Profit
1760,23-08-2023,07:26:00,44,Male,27,Beauty,1,500,230,500,2023,8,7,Profit
575,12-12-2023,10:29:00,14,Male,60,Clothing,2,50,23,100,2023,12,10,Profit
1575,28-07-2023,11:54:00,26,Male,60,Clothing,2,50,22.5,100,2023,7,11,Profit
88,16-02-2023,08:31:00,122,Male,56,Clothing,1,500,185,500,2023,2,8,Profit
1088,14-09-2023,07:00:00,6,Male,56,Clothing,1,500,155,500,2023,9,7,Profit
975,09-01-2023,07:41:00,145,Female,56,Clothing,4,50,19.5,200,2023,1,7,Profit
1975,21-08-2023,10:48:00,63,Female,56,Clothing,4,50,25.5,200,2023,8,10,Profit
553,20-03-2023,06:17:00,106,Male,24,Clothing,4,300,81,1200,2023,3,6,Profit
1553,29-01-2023,08:46:00,42,Male,24,Clothing,4,300,99,1200,2023,1,8,Profit
462,26-08-2023,10:04:00,71,Male,63,Electronics,4,300,132,1200,2023,8,10,Profit
614,13-02-2023,06:28:00,61,Female,39,Beauty,4,300,120,1200,2023,2,6,Profit
808,22-11-2023,07:18:00,30,Male,33,Beauty,4,500,195,2000,2023,11,7,Profit
1462,13-11-2023,10:42:00,124,Male,63,Electronics,4,300,114,1200,2023,11,10,Profit
1614,23-08-2023,11:37:00,135,Female,39,Beauty,4,300,105,1200,2023,8,11,Profit
1808,12-02-2023,10:48:00,109,Male,33,Beauty,4,500,210,2000,2023,2,10,Profit
166,28-01-2023,11:42:00,32,Male,34,Clothing,4,500,225,2000,2023,1,11,Profit
465,22-02-2023,11:52:00,40,Female,43,Electronics,3,50,15.5,150,2023,2,11,Profit
502,22-07-2023,11:00:00,31,Male,43,Electronics,3,50,22.5,150,2023,7,11,Profit
905,01-10-2023,06:27:00,96,Male,58,Beauty,1,300,111,300,2023,10,6,Profit
1166,19-07-2023,07:45:00,65,Male,34,Clothing,4,500,245,2000,2023,7,7,Profit
1465,17-04-2023,09:36:00,131,Female,43,Electronics,3,50,26,150,2023,4,9,Profit
1502,08-04-2023,08:30:00,152,Male,43,Electronics,3,50,18,150,2023,4,8,Profit
1905,29-08-2023,06:07:00,26,Male,58,Beauty,1,300,102,300,2023,8,6,Profit
280,17-11-2023,09:35:00,76,Female,37,Clothing,3,500,240,1500,2023,11,9,Profit
719,02-07-2023,07:19:00,37,Female,42,Clothing,2,30,12,60,2023,7,7,Profit
834,26-11-2023,06:55:00,13,Female,56,Beauty,2,30,14.7,60,2023,11,6,Profit
1280,24-08-2023,09:15:00,116,Female,37,Clothing,3,500,255,1500,2023,8,9,Profit
1719,28-12-2023,07:29:00,4,Female,42,Clothing,2,30,10.8,60,2023,12,7,Profit
1834,14-04-2023,06:53:00,102,Female,56,Beauty,2,30,12.9,60,2023,4,6,Profit
891,09-01-2023,06:43:00,24,Male,41,Electronics,3,300,99,900,2023,1,6,Profit
928,05-11-2023,10:20:00,54,Female,35,Clothing,4,300,90,1200,2023,11,10,Profit
1891,22-12-2023,06:11:00,81,Male,41,Electronics,3,300,105,900,2023,12,6,Profit
1928,29-07-2023,06:39:00,93,Female,35,Clothing,4,300,75,1200,2023,7,6,Profit
332,24-04-2023,11:28:00,138,Male,58,Electronics,4,300,105,1200,2023,4,11,Profit
1332,04-12-2023,10:02:00,146,Male,58,Electronics,4,300,123,1200,2023,12,10,Profit
255,15-10-2023,11:44:00,19,Male,48,Clothing,1,30,14.7,30,2023,10,11,Profit
275,05-03-2023,11:34:00,2,Male,43,Clothing,2,500,260,1000,2023,3,11,Profit
314,15-10-2023,07:37:00,1,Male,52,Clothing,4,30,7.8,120,2023,10,7,Profit
517,20-08-2023,08:54:00,3,Female,47,Clothing,4,25,9.25,100,2023,8,8,Profit
847,10-01-2023,08:42:00,2,Female,18,Electronics,4,300,162,1200,2023,1,8,Profit
1255,20-01-2023,07:08:00,4,Male,48,Clothing,1,30,7.8,30,2023,1,7,Profit
1275,02-03-2023,08:48:00,5,Male,43,Clothing,2,500,250,1000,2023,3,8,Profit
1314,23-05-2023,10:26:00,2,Male,52,Clothing,4,30,16.2,120,2023,5,10,Profit
1517,21-02-2023,08:46:00,2,Female,47,Clothing,4,25,6.75,100,2023,2,8,Profit
1847,28-07-2023,07:14:00,5,Female,18,Electronics,4,300,123,1200,2023,7,7,Profit
61,07-07-2023,11:47:00,4,Male,21,Beauty,4,50,20,200,2023,7,11,Profit
274,14-04-2023,07:12:00,4,Female,23,Clothing,2,500,150,1000,2023,4,7,Profit
486,02-12-2023,09:47:00,4,Female,35,Electronics,1,25,6.5,25,2023,12,9,Profit
548,14-04-2023,07:00:00,4,Female,51,Clothing,2,30,15.6,60,2023,4,7,Profit
886,11-12-2023,11:25:00,4,Male,37,Electronics,3,300,165,900,2023,12,11,Profit
892,13-09-2023,11:39:00,1,Male,20,Electronics,1,50,24,50,2023,9,11,Profit
1061,18-09-2023,07:56:00,3,Male,21,Beauty,4,50,12.5,200,2023,9,7,Profit
1274,06-10-2023,09:01:00,2,Female,23,Clothing,2,500,185,1000,2023,10,9,Profit
1486,22-11-2023,08:58:00,4,Female,35,Electronics,1,25,8.75,25,2023,11,8,Profit
1548,13-01-2023,08:15:00,1,Female,51,Clothing,2,30,12.6,60,2023,1,8,Profit
1886,26-07-2023,11:51:00,1,Male,37,Electronics,3,300,147,900,2023,7,11,Profit
1892,01-10-2023,07:22:00,3,Male,20,Electronics,1,50,23.5,50,2023,10,7,Profit
601,05-06-2023,09:23:00,5,Male,19,Clothing,1,30,13.2,30,2023,6,9,Profit
901,02-08-2023,06:38:00,2,Male,31,Electronics,1,30,12,30,2023,8,6,Profit
1601,14-09-2023,11:48:00,1,Male,19,Clothing,1,30,13.5,30,2023,9,11,Profit
1901,29-11-2023,11:05:00,4,Male,31,Electronics,1,30,8.4,30,2023,11,11,Profit
527,21-04-2023,11:35:00,1,Male,57,Clothing,2,25,11.5,50,2023,4,11,Profit
1527,29-09-2023,08:30:00,1,Male,57,Clothing,2,25,11.75,50,2023,9,8,Profit
23,28-09-2023,07:05:00,4,Female,35,Clothing,4,30,14.7,120,2023,9,7,Profit
174,15-11-2023,06:07:00,2,Female,39,Beauty,1,300,126,300,2023,11,6,Profit
589,08-07-2023,07:11:00,5,Female,36,Beauty,2,500,145,1000,2023,7,7,Profit
774,06-11-2023,09:04:00,2,Female,40,Clothing,2,25,6.5,50,2023,11,9,Profit
1000,01-04-2023,10:22:00,1,Male,47,Electronics,4,30,8.4,120,2023,4,10,Profit
1023,23-05-2023,08:40:00,5,Female,35,Clothing,4,30,8.1,120,2023,5,8,Profit
1174,17-05-2023,06:55:00,2,Female,39,Beauty,1,300,132,300,2023,5,6,Profit
1589,01-07-2023,06:30:00,5,Female,36,Beauty,2,500,145,1000,2023,7,6,Profit
1774,09-03-2023,06:48:00,2,Female,40,Clothing,2,25,8,50,2023,3,6,Profit
2000,31-03-2023,06:38:00,4,Male,47,Electronics,4,30,10.8,120,2023,3,6,Profit
210,07-10-2023,08:50:00,2,Male,37,Electronics,4,50,19,200,2023,10,8,Profit
478,24-07-2023,11:13:00,3,Female,58,Clothing,2,30,8.1,60,2023,7,11,Profit
745,14-08-2023,07:30:00,3,Male,54,Beauty,2,50,17,100,2023,8,7,Profit
1210,10-03-2023,10:02:00,5,Male,37,Electronics,4,50,12.5,200,2023,3,10,Profit
1478,31-08-2023,09:18:00,1,Female,58,Clothing,2,30,13.5,60,2023,8,9,Profit
1745,28-09-2023,10:38:00,4,Male,54,Beauty,2,50,21,100,2023,9,10,Profit
354,16-12-2023,07:58:00,5,Female,49,Beauty,4,50,24.5,200,2023,12,7,Profit
408,22-12-2023,08:18:00,4,Female,64,Beauty,1,500,140,500,2023,12,8,Profit
1354,17-09-2023,09:34:00,5,Female,49,Beauty,4,50,26.5,200,2023,9,9,Profit
1408,28-08-2023,08:17:00,2,Female,64,Beauty,1,500,250,500,2023,8,8,Profit
674,30-03-2023,11:10:00,2,Female,38,Clothing,1,300,84,300,2023,3,11,Profit
1674,22-11-2023,09:21:00,1,Female,38,Clothing,1,300,123,300,2023,11,9,Profit
967,04-08-2023,10:13:00,4,Male,62,Beauty,1,25,13.25,25,2023,8,10,Profit
1967,23-02-2023,08:28:00,4,Male,62,Beauty,1,25,12.25,25,2023,2,8,Profit
79,13-04-2023,10:15:00,1,Male,34,Beauty,1,300,96,300,2023,4,10,Profit
406,01-04-2023,11:50:00,3,Female,22,Beauty,4,25,11,100,2023,4,11,Profit
450,01-12-2023,06:35:00,2,Female,59,Beauty,2,25,11,50,2023,12,6,Profit
562,09-11-2023,09:26:00,3,Male,54,Electronics,2,25,7.25,50,2023,11,9,Profit
1079,21-08-2023,06:45:00,1,Male,34,Beauty,1,300,117,300,2023,8,6,Profit
1406,22-06-2023,08:45:00,2,Female,22,Beauty,4,25,10,100,2023,6,8,Profit
1450,16-07-2023,08:52:00,1,Female,59,Beauty,2,25,10.25,50,2023,7,8,Profit
1562,26-11-2023,10:21:00,5,Male,54,Electronics,2,25,12.75,50,2023,11,10,Profit
108,24-01-2023,09:38:00,5,Female,27,Beauty,3,25,13.5,75,2023,1,9,Profit
111,15-04-2023,09:45:00,5,Female,34,Electronics,3,500,130,1500,2023,4,9,Profit
207,06-08-2023,08:34:00,3,Female,42,Beauty,2,25,10.25,50,2023,8,8,Profit
724,14-06-2023,06:56:00,3,Male,61,Clothing,3,50,20,150,2023,6,6,Profit
836,21-06-2023,06:32:00,2,Female,22,Clothing,1,50,27.5,50,2023,6,6,Profit
969,27-11-2023,11:47:00,2,Female,40,Clothing,3,300,84,900,2023,11,11,Profit
1108,08-07-2023,10:27:00,1,Female,27,Beauty,3,25,10,75,2023,7,10,Profit
1111,30-04-2023,21:34:00,2,Female,34,Electronics,3,500,185,1500,2023,4,21,Profit
1207,30-06-2023,21:48:00,3,Female,42,Beauty,2,25,10,50,2023,6,21,Profit
1724,15-09-2023,20:53:00,4,Male,61,Clothing,3,50,17,150,2023,9,20,Profit
1836,13-02-2023,17:19:00,3,Female,22,Clothing,1,50,23.5,50,2023,2,17,Profit
1969,05-03-2023,19:34:00,4,Female,40,Clothing,3,300,126,900,2023,3,19,Profit
246,07-12-2023,20:05:00,4,Female,48,Electronics,2,25,13.25,50,2023,12,20,Profit
298,05-10-2023,19:05:00,3,Male,27,Beauty,4,300,84,1200,2023,10,19,Profit
374,27-10-2023,17:45:00,4,Female,59,Beauty,3,25,7.75,75,2023,10,17,Profit
572,13-12-2023,18:33:00,5,Male,31,Clothing,4,500,185,2000,2023,12,18,Profit
665,03-10-2023,22:49:00,1,Male,57,Clothing,1,50,19,50,2023,10,22,Profit
1246,26-04-2023,22:54:00,3,Female,48,Electronics,2,25,11.5,50,2023,4,22,Profit
1298,02-05-2023,19:51:00,1,Male,27,Beauty,4,300,120,1200,2023,5,19,Profit
1374,23-03-2023,22:03:00,3,Female,59,Beauty,3,25,8.25,75,2023,3,22,Profit
1572,18-06-2023,22:20:00,1,Male,31,Clothing,4,500,175,2000,2023,6,22,Profit
1665,01-11-2023,19:38:00,4,Male,57,Clothing,1,50,14,50,2023,11,19,Profit
39,11-07-2023,22:44:00,5,Male,23,Clothing,4,30,8.7,120,2023,7,22,Profit
893,29-04-2023,18:52:00,1,Male,49,Electronics,1,50,17,50,2023,4,18,Profit
1039,03-12-2023,20:01:00,1,Male,23,Clothing,4,30,13.8,120,2023,12,20,Profit
1893,25-02-2023,17:04:00,3,Male,49,Electronics,1,50,22.5,50,2023,2,17,Profit
17,25-02-2023,21:08:00,3,Female,27,Clothing,4,25,13,100,2023,2,21,Profit
316,01-02-2023,17:25:00,3,Female,48,Clothing,2,25,13.75,50,2023,2,17,Profit
755,27-11-2023,20:07:00,1,Female,58,Clothing,3,25,6.75,75,2023,11,20,Profit
